,0
2134,methyl aklanonate
2135,aklanonate
2136,isonocardicin C
2137,nocardicin C
2138,nocardicin A
2139,nocardicin G
2140,D-4-hydroxyphenylglycine-L-seryl-L 4-hydroxyphenylglycine
2141,L-4-hydroxyphenylglycine-L-arginyl-D-4-hydroxyphenylglycine-L-seryl-L 4-hydroxyphenylglycine
2142,L-4-hydroxyphenylglycine-L-arginine
2143,L-(4-hydroxyphenyl)glycine
2144,mitomycin B
2145,6-demethylmitomycin B
2146,carbamoylated 9alpha-mitosane core
2147,mitomycin A
2148,mitomycin C
2149,6-demethylmitomycin A
2150,9alpha-mitosane core
2151,"(4S,6S,7R,8S)-7,10-dihydroxy-8-(hydroxymethyl)-2,5-diazatricyclo[7.4.0.04,6]trideca-1(9),10,12-triene-12-carboxy-[acp]"
2152,9beta-mitosane core
2153,carbamoylated 9beta-mitosane core
2154,3-amino-5-hydroxybenzoate
2155,3-amino-5-hydroxybenzoyl-[acyl-carrier protein]
2156,N-glucosaminyl-3-amino-5-hydroxybenzoyl-[acyl-carrier protein]
2157,UDP-alpha-D-glucosamine
2158,"3-{[(2S,3S,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexyl]amino}-5-hydroxybenzoyl-[acp]"
2159,"3-{[(2S,3S,4S,5R)-2-amino-3,4,6-trihydroxy-5-phosphohexyl]amino}-5-hydroxybenzoyl-[acp]"
2160,octanoyl-CoA
2161,penicillin K
2162,alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA
2163,alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA
2164,CMP-3-deoxy-beta-D-manno-octulosonate
2165,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA 
2166,N-demethyllincomycin mercapturate
2167,N-demethyllincomycin-S-cysteine conjugate
2168,D-glycero-D-altro-octulose 8-phosphate
2169,aldehydo-octose 8-phosphate
2170,D-erythro-D-gluco-octose 8-phosphate
2171,"D-erythro-D-gluco-octose alpha-1,8-bisphosphate"
2172,D-erythro-alpha-D-gluco-octopyranose1-phosphate
2173,GDP-D-erythro-alpha-D-gluco-octose
2174,ergothioneyl-D-alpha-D-lincosamide
2175,ergothioneine
2176,GDP-D-alpha-D-lincosamide
2177,lincomycin A
2178,S-demethyllincomycin
2179,lincomycin-S-cysteine conjugate
2180,1-(mycothiol-S-yl)-N-demethyllincomycin
2181,1-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
2182,ergothioneyl-N-demethyllincomycin
2183,mycothiol
2184,(4-propyl-L-prolyl)-[4-propyl-L-proline-carrier protein]
2185,(4-propyl-L-prolyl)adenylate
2186,holo-[4-propyl-L-proline-carrier protein]
2187,4-propyl-L-proline
2188,"(2S)-4-propyl-2,3-dihydro-1H-pyrrole-2-carboxylate"
2189,"(2S)-4-propylidene-2,3-dihydropyrrole-2-carboxylate"
2190,"(2S)-4-(prop-1-en-1-yl)-2,3-dihydro-1H-pyrrole-2-carboxylate"
2191,"3-vinyl-2,3-pyrroline-5-carboxylate"
2192,"2,3-seco-dopa"
2193,"4-[(1Z)-3-carboxy-3-oxoprop-1-en-1-yl]-2,3-dihydro-1H-pyrrole-2-carboxylate"
2194,oxalate
2195,6-methyloctanoyl-CoA
2196,polymyxin A
2197,"L-2,4-diaminobutanoate"
2198,dithioholothin
2199,dithioholomycin
2200,holothin
2201,holomycin
2202,(2E)-2-amino-3-sulfanylprop-2-enoyl-[HlmE non-ribosomal peptide synthetase]
2203,(2E)-2-[(2E)-2-azanidyl-3-sulfanylprop-2-enamido]-3-[HlmE non-ribosomal peptide synthetase]
2204,L-cysteinyl-[HlmE non-ribosomal peptide synthetase]
2205,HlmE non-ribosomal peptide synthetase
2206,4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxylate
2207,(5E)-3-amino-4-sulfanyl-5-(sulfanylmethylidene)pyrrolidin-2-one
2208,(5E)-3-imino-4-sulfanyl-5-(sulfanylmethylidene)pyrrolidin-2-one
2209,4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxyl-[HlmE non-ribosomal peptide synthetase]
2210,(4-hydroxyphenyl)acetate
2211,malonamoyl-CoA
2212,malonamoyl-[OxyC acyl-carrier protein]
2213,OxyC acyl-carrier protein
2214,pretetramide
2215,nonaketamide tricyclic intermediate-[OxyC acyl-carrier protein]
2216,nonaketamide monocyclic intermediate-[OxyC acyl-carrier protein]
2217,nonaketamide-[OxyC acyl-carrier protein]
2218,C9-reduced nonaketamide-[OxyC acyl-carrier protein]
2219,4-tyrosol
2220,(4-hydroxyphenyl)acetaldehyde
2221,platensicyl-CoA
2222,3-oxo-homoplatensic-CoA
2223,(3S)-3-hydroxy-homoplatensic-CoA
2224,homoplatensic-4-enyl-CoA
2225,(4S)-homoplatensicyl-CoA
2226,(-)-ent-copalyl diphosphate
2227,(16R)-ent-kauran-16-ol
2228,"(16R)-ent-kauran-16,19-diol"
2229,(16R)-hydroxy-ent-kauran-19-oate
2230,"(11S,16S)-ent-kauran-11,16-epoxy-19-oate"
2231,"(7R,11S,16S)-7-hydroxy-ent-kauran-11,16-epoxy-19-oyl-AMP"
2232,"(7R,11S,16S)-7-hydroxy-ent-kauran-11,16-epoxy-19-oate"
2233,"(7R,11S,16S)-7-hydroxy-ent-kauran-11,16-epoxy-19-oyl-CoA"
2234,"(7S,11S,16S)-7-hydroxy-ent-kauran-11,16-epoxy-19-oate"
2235,"(11S,16S)-7-oxo-ent-kauran-11,16-epoxy-19-oate"
2236,thioplatensimycin
2237,platensimycin
2238,"3-amino-2,4-dihydroxybenzoylsulfanide"
2239,"3-amino-2,4-dihydroxybenzoyl-CoA"
2240,thiocarboxylated [sulfur-carrier protein with a C-terminal Gly-Gly]
2241,sulfur-carrier protein with a C-terminal Gly-Gly
2242,"3-amino-2,4-dihydroxybenzoate"
2243,3-amino-4-hydroxybenzoate
2244,"2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate"
2245,carboxy-adenylated [sulfur-carrier protein with a C-terminal Gly-Gly]
2246,(R)-3-(4-hydroxyphenyl)lactoyl-CoA
2247,phloretate
2248,7-alpha-hydroxy-O-carbamoyl-deacetylcephalosporin C
2249,cephamycin C
2250,O-carbamoyl-deacetylcephalosporin C
2251,4-methylphenol
2252,N-acetyldemethylphosphinothricinyl-L-alanyl-L-alanyl-[PhsC non-ribosomal peptide synthase]
2253,N-acetyldemethylphosphinothricin tripeptide
2254,PhsC non-ribosomal peptide synthase
2255,PhsB non-ribosomal peptide synthase
2256,N-acetyldemethylphosphinothricinyl-L-alanyl-[PhsB non-ribosomal peptide synthase]
2257,PhsA non-ribosomal peptide synthase
2258,N-acetyldemethylphosphinothricinyl-[PhsA non-ribosomal peptide synthase]
2259,L-alanyl-[PhsB non-ribosomal peptide synthase]
2260,(L-alanyl)adenylate
2261,N-acetyldemethylphosphinothricin adenylate
2262,N-acetyldemethyl-L-phosphinothricin
2263,demethyl-L-phosphinothricin
2264,N-acetylphosphinothricin tripeptide
2265,bialaphos
2266,carboxyphosphinopyruvate
2267,3-(hydroxyphosphinoyl)pyruvate
2268,1-carboxyvinyl carboxyphosphonate
2269,2-phosphono-formylglycerate
2270,2-(phosphonoylmethyl)malate
2271,3-(hydroxyphosphonoylmethyl)malate
2272,deamino alpha-keto demethylphosphinothricin
2273,CMP-5'-phosphonoformate
2274,phosphonoformate
2275,phosphonoformaldehyde
2276,(hydroxymethyl)phosphonate
2277,4-fumaryl-acetoacetate
2278,4-maleyl-acetoacetate
2279,homogentisate
2280,neomycin B
2281,neomycin C
2282,2'''-acetyl-6'''-deamino-6'''-hydroxyneomycin C
2283,ribostamycin
2284,6'''-deamino-6'''-hydroxyneomycin C
2285,6'''-deamino-6'''-oxoneomycin C
2286,riboflavin
2287,8-demethyl-8-formylriboflavin 5'-phosphate
2288,8-carboxy-8-demethylriboflavin 5'-phosphate
2289,8-amino-8-demethylriboflavin 5'-phosphate
2290,8-amino-8-demethylriboflavin
2291,8-demethyl-8-(methylamino)riboflavin
2292,roseoflavin
2293,6-amino-2-oxohexanoate
2294,5-aminopentanoate
2295,1-piperideine-2-carboxylate
2296,"UDP-2,3-diacetamidino-2,3-dideoxy-alpha-D-mannuronate"
2297,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate"
2298,"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose"
2299,Nomega-methyl-L-arginine
2300,Ndelta-hydroxy-Nomega-methyl-Nomega-nitroso-L-citrulline
2301,alpha-D-glucosamine
2302,streptozotocin
2303,1-piperideine 6-carboxylate
2304,L-pipecolate
2305,(5R)-carbapen-2-em-3-carboxylate
2306,"(3S,5R)-carbapenam"
2307,"(3S,5S)-carbapenam-3-carboxylate"
2308,"(2S,5S)-5-carboxymethyl proline"
2309,(S)-3-aminobutanoyl-CoA
2310,(S)-5-amino-3-oxohexanoate
2311,"(3S,5S)-3,5-diaminohexanoate"
2312,L-beta-lysine
2313,2-imino-3-(indol-3-yl)propanoate
2314,"N-[2-(carboxylatoamino)-1,2-bis(1H-indol-3-yl)ethyl]carbamate"
2315,chromopyrrolate
2316,holyrine B
2317,holyrine A
2318,K-252c
2319,3'-O-demethyl-4'-N-demethyl-staurosporine
2320,3'-O-demethyl-staurosporine
2321,dTDP-L-ristosamine
2322,staurosporine
2323,arginomycin
2324,L-leucyl-arginomycin
2325,L-leucyl-demethylarginomycin
2326,demethylarginomycin
2327,3-hydroxy-4-methyl-anthranilyl-[AcmD acyl-carrier protein]
2328,3-hydroxy-4-methyl-anthranilyl-L-threonyl-D-valyl-[AcmD acyl-carrier protein]
2329,3-hydroxy-4-methylanthranilyl-adenylate
2330,holo-[AcmD acyl-carrier protein]
2331,3-hydroxy-4-methylanthranilate
2332,3-hydroxy-4-methyl-anthranilate pentapeptide lactone
2333,actinomycin D
2334,(S)-2-hydroxyglutarate
2335,glutarate
2336,glutarate semialdehyde
2337,5-aminopentanal
2338,cadaverine
2339,deoxymupirocin P
2340,deoxymupirocin C
2341,mupirocin C1
2342,mupirocin F1
2343,deoxypseudomonic acid B-[mAcpE]
2344,deoxypseudomonate B
2345,pseudomonate B
2346,pseudomonic acid B-[mAcpE]
2347,deoxymupirocin F
2348,pseudomonate C
2349,deoxymupirocin P-[acp]
2350,9-hydroxynonanoyl-[acp]
2351,"(2E)-3-methyl-4-[(2S,3R,4S,5R)-3,4,5-trihydroxy-5-[(2E,4R,5S)-5-hydroxy-4-methylhex-2-en-1-yl]oxan-2-yl]but-2-enoyl-[acp]"
2352,"(2E,5S,6S,7R,8R,10E,12R,13S)-5,6,7,13-tetrahydroxy-3,8,12-trimethyltetradeca-2,10-dienoyl-[acp]"
2353,mupirocin P-[acp]
2354,mupirocin P
2355,pseudomonate A
2356,"(2E)-3-methyl-4-[(2S,3R,4S,5R)-3,4,5-trihydroxy-5-({3-[(2S,3S)-3-hydroxybutan-2-yl]oxiran-2-yl}methyl)oxan-2-yl]but-2-enoyl-[acp]"
2357,"(2E,5S,6S,7R,8R)-5,6,7-trihydroxy-9-{3-[(2S,3S)-3-hydroxybutan-2-yl]oxiran-2-yl}-3,8-dimethylnon-2-enoyl-[acp]"
2358,"(5R,7S,8R,10E,12R,13S)-5,7,13-trihydroxy-8,12-dimethyl-3-oxotetradec-10-enoyl-[acp]"
2359,"(5S,6S,7R,8R,10E,12R,13S)-5,6,7,13-tetrahydroxy-8,12-dimethyl-3-oxotetradec-10-enoyl-[acp]"
2360,3-hydroxypropanoyl-[acp]
2361,"(2Z,5S,6S,7R,8R,10E,12R,13S)-3-(carboxymethyl)-5,6,7,13-tetrahydroxy-8,12-dimethyltetradeca-2,10-dienoyl-[acp]"
2362,"(5S,6S,7R,8R,10E,12R,13S)-3-(carboxymethyl)-3,5,6,7,13-pentahydroxy-8,12-dimethyltetradec-10-enoyl-[acp]"
2363,"(3S,4R,6E,8R,9S)-3,9-dihydroxy-4,8-dimethyldec-6-enoyl-[acp]"
2364,4''-carbamoyl-ansamitocinoside P3
2365,ansamitocinoside P3
2366,proansamitocin
2367,octaketide-[ansamitomycin PKS]
2368,3-amino-5-hydroxybenzoyl-[polyketide synthase]
2369,N-demethylansamitocin P-3
2370,ansamitocin P3
2371,"N-demethyl--4,5-desepoxy-ansamitocin P-3"
2372,"N-desmethyl-4,5-desepoxy-maytansinol"
2373,20-O-methyl-19-chloroproansamitocin
2374,19-chloroproansamitocin
2375,methylmalonyl-CoA
2376,(2R)-2-methoxymalonyl-[acp]
2377,(2R)-2-hydroxymalonyl-[acp]
2378,(2R)-2-hydroxy-3-oxopropanoyl-[acp]
2379,D-glyceryl-[acp]
2380,D-lysine
2381,2-hydroxyphenazine
2382,2-hydroxyphenazine-1-carboxylate
2383,phenazine-1-carboxylate
2384,(3aS)-jadomycin B
2385,dTDP-beta-L-digitoxose
2386,(3aS)-jadomycin A
2387,dehydrorabelomycin
2388,"3-(2-formyl-6-hydroxy-4-methylphenyl)-8-hydroxy-1,4-dioxonaphthalene-2-carboxylate"
2389,"8-methyltetraphene-1,5,6,11,12-pentol"
2390,prejadomycin
2391,UWM6
2392,"6-[5-hydroxy-3-oxo-2-(3,5,7-trioxooctanoyl)phenyl]-3,5-dioxohexanoyl-[PKS-acp]"
2393,"2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetyl-[PKS-acp]"
2394,"3,5,7,9,11,13,15,17,19-nonaoxoicosanoyl-[PKS-acp]"
2395,4-demethylpremithracinone
2396,premithracinone
2397,"(4S)-2-acetyl-3,4,8,10,11,12-hexahydroxy-1,4-dihydrotetracen-1-one"
2398,"(2S)-2-hydroxy-2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetyl-[PKS-acp]"
2399,"2-oxo-2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetyl-[PKS-acp]"
2400,mithramycin
2401,mithramycin DK
2402,premithramycin B lactone
2403,premithramycin A1
2404,premithramycin A2
2405,dTDP-alpha-D-oliose
2406,dTDP-alpha-D-mycarose
2407,9-demethylpremithramycin A3
2408,premithramycin A3
2409,dTDP-alpha-D-olivose
2410,3A-deolivosylpremithramycin B
2411,premithramycin B
2412,5-acetamidovalerate
2413,2-keto-6-acetamidocaproate
2414,N6-acetyl-L-lysine
2415,"3-[(2Z,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate"
2416,"3-[(2E,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate"
2417,bacilysin
2418,L-anticapsin
2419,"3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate"
2420,L-dihydroanticapsin
2421,"3-[(2S,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate"
2422,"3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate"
2423,5-aminopentanamide
2424,triostin A
2425,echinomycin
2426,quinoxaline-2-carboxylate
2427,quinoxaline-2-carboxyl adenylate
2428,quinoxaline-2-carboxyl-D-seryl-L-alanyl-[non-ribosomal peptide synthase]
2429,quinoxaline-2-carboxyl-[aryl-carrier protein]
2430,triostin A dithiol
2431,PrdC protein with thiol/selenol residues
2432,PrdC protein with a selenide-sulfide bridge
2433,D-proline
2434,4-nitrobenzoyl-CoA
2435,deoxyspectinabilin
2436,spectinabilin
2437,demethyldeoxyspectinabilin
2438,"(2Z,4Z,8E,10E,12E,14E)-3,5-dihydroxy-2,4,8,10,12,14-hexamethyl-15-(4-nitrophenyl)pentadeca-2,4,8,10,12,14-hexaenoyl-[spectinabilin polyketide synthase]"
2439,holo-[spectinabilin polyketide synthase]
2440,N-acetylpuromycin
2441,puromycin
2442,N-acetyl-O-demethylpuromycin
2443,"N-acetyl-N6,O-didemethylpuromycin"
2444,"N-acetyl-N6,N6,O-tridemethylpuromycin"
2445,"N6,N6,O-tridemethylpuromycin"
2446,3'-amino-3'-deoxyadenosine
2447,3'-amino-3'-deoxy-AMP
2448,3'-amino-3'-deoxyATP
2449,3'-dehydro-ATP
2450,sangivamycin
2451,toyocamycin
2452,iminoarginine
2453,D-arginine
2454,carminomycin
2455,13-dihydrocarminomycin
2456,13-dihydrodaunorubicin
2457,13-deoxycarminomycin
2458,10-carboxy-3-deoxycarminomycin
2459,rhodomycinone D
2460,13-deoxydaunorubicin
2461,epsilon-rhodomycinone
2462,dTDP-L-daunosamine
2463,dopamine
2464,3-tyramine
2465,R-Hmp-MeVal-Phe-MePhe-Pro-alle-MeVal-Leu-MeVal-[acp]
2466,aureobasidin A
2467,R-Hmp-MeVal-Phe-MePhe-Pro-alle-MeVal-Leu-[acp]
2468,3-O-methyldopa
2469,3-methoxy-4-hydroxyphenylpyruvate
2470,"(2R,4E)-2-amino-5-({[(2S,3R)-2-hydroxy-3-(1H-indol-3-yl)butanamido]methanimidoyl}amino)pent-4-enoate"
2471,indolmycin B
2472,"4,5-dehydro-L-arginine"
2473,indolmycin
2474,N-demethylindolmycin
2475,(2S)-2-amino-5-iminopentanoate
2476,indolmycenate
2477,(R)-3-(indol-3-yl)-2-oxobutanoate
2478,choline sulfate
2479,N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine
2480,5-amino-5-deoxy-3-dehydroshikimate
2481,5-deoxy-5-amino-3-dehydroquinate
2482,"4-amino-3,4-dideoxy-D-arabino-heptulosonate 7-phosphate"
2483,1-deoxy-1-imino-D-erythrose 4-phosphate
2484,3-amino-3-deoxy-D-fructose 6-phosphate
2485,pentalenate
2486,neopentalenoketolactone
2487,neopentalenolactone F
2488,neopentalenolactone E
2489,neopentalenolactone D
2490,(4R)-4-hydroxy-D-proline
2491,1-pyrroline-4-hydroxy-2-carboxylate
2492,trans-4-hydroxy-L-proline
2493,glycyl-[SfmB glycyl-carrier-protein]
2494,holo-[SfmB glycyl-carrier protein]
2495,L-alanyl-[SfmA non-ribosomal peptide synthase]
2496,holo-[SfmA non-ribosomal peptide synthase]
2497,acyl-[SfmA non-ribosomal peptide synthase]
2498,fatty acid
2499,3-methyl-L-tyrosine
2500,3-hydroxy-5-methyl-L-tyrosine
2501,"4O,5-dimethyl,3-hydroxy L-tyrosine"
2502,saframycin A
2503,presaframycin
2504,"3O,4-dimethyl,5-hydroxy L-tyrosyl-[SfmC L-tyrosyl-carrier-protein]"
2505,holo-[SfmC tyrosyl-carrier-protein]
2506,acyl-L-alanyl-glycyl-[SfmB peptidyl-carrier-protein]
2507,"(3R,5S)-3-hydroxy-1-pyrroline-5-carboxylate"
2508,erythro-4-hydroxy-L-glutamate
2509,L-4-hydroxyglutamate semialdehyde
2510,(4R)-4-hydroxy-2-oxoglutarate
2511,7-chlorotetracycline
2512,trans-3-hydroxy-L-proline
2513,microcin B17
2514,microcin B17 precursor peptide containing azole residues
2515,peptide
2516,microcin B17 precursor peptide (McbA)
2517,cephalosporin C
2518,arsenous acid
2519,arsenate
2520,gramicidin S
2521,gramicidin-S synthetase
2522,D-phenylalanyl-L-prolyl-L-valyl-L-ornithyl-L-leucyl-[NRPS-pcp]
2523,D-phenylalanyl-[gramicidin-S synthetase]
2524,5''-phosphoribostamycin
2525,chlorite
2526,perchlorate
2527,tetracenomycin C
2528,tetracenomycin A2
2529,dimethyl sulfoxide
2530,dimethyl sulfide
2531,proto-zwittermicin A
2532,pyruvoyl-L-leucyl-L-methionine
2533,proto-zwittermicin A-L-alanyl-[PKS]
2534,acyl-D-asparagine
2535,zwittermicin A
2536,beta-ureidoalanine
2537,crotonobetainyl-CoA
2538,(R)-carnitinyl-CoA
2539,L-carnitine
2540,gamma-butyrobetainyl-CoA
2541,gamma-butyrobetaine
2542,N-acetyl-D-glucosaminyl-tunicaminyl-uracil
2543,tunicamycin
2544,N-acetyl-D-glucosaminyl-N-acetyl-tunicaminyl-uracil
2545,N-acetyl-tunicaminyl-uracil
2546,UDP-N-acetyl-tunicaminyl-uracil
2547,"UDP-6-deoxy-5,6-ene-N-acetyl-D-glucosamine"
2548,"UDP-N-acetylgalactosamine-5,6-ene"
2549,5-oxo-L-lysine
2550,5-hydroxy-L-lysine
2551,N-glycylclavaminate
2552,N-acetylglycylclavaminate
2553,clavaminate
2554,clavaldehyde
2555,clavulanate
2556,dihydroclavaminate
2557,proclavaminate
2558,amidinoproclavaminate
2559,deoxyamidinoproclavaminate
2560,L-N2-(2-carboxyethyl)arginine
2561,chlorate
2562,dTDP-2-deoxy-5-keto-dihydrostreptose
2563,2-deoxy-5-keto-dihydrostreptosyl-K252c
2564,K252b
2565,K252a
2566,K252d
2567,butirosin B
2568,gamma-L-glutamyl-butirosin B
2569,5-oxo-L-proline
2570,BtrI [glutamyl-carrier protein]
2571,4-(gamma-L-glutamylamino)-(S)-2-hydroxy-butanoyl-[BtrI L-glutamyl-carrier protein]
2572,4-(gamma-L-glutamylamino)butanoyl-[BtrI L-glutamyl-carrier protein]
2573,4-amino butanoyl-[BtrI L-glutamyl-carrier protein]
2574,L-glutamyl-[BtrI L-glutamyl-carrier protein]
2575,bacimethrin pyrophosphate
2576,bacimethrin
2577,5-hydroxymethylcytosine
2578,5-hydroxymethylcytidine 5'-phosphate
2579,phenoxyacetate
2580,penicillin V
2581,penicillin G
2582,6-aminopenicillanate
2583,hydroxyacetone
2584,(2S)-3-(1H-indol-3-yl)-2-isocyanopropanoate
2585,3-[(E)-2-isocyanoethenyl]-1H-indole
2586,oxidized [NrfB protein]
2587,reduced [NrfB protein]
2588,phenazine
2589,"5,10-dihydrophenazine"
2590,"(1R)-1,4,5,10-tetrahydrophenazine-1-carboxylate"
2591,"5,10-dihydrophenazine-1-carboxylate"
2592,"(10aS)-10,10a-dihydrophenazine-1-carboxylate"
2593,"(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1-carboxylate"
2594,"(1R,6R)-1,4,5,5a,6,9-hexahydrophenazine-1,6-dicarboxylate"
2595,"5,10-dihydrophenazine-1,6-dicarboxylate"
2596,"phenazine-1,6-dicarboxylate"
2597,"(5aS)-5,5a-dihydrophenazine-1,6-dicarboxylate"
2598,"(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1,6-dicarboxylate"
2599,"(1R,5aS,6R)-4a-hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate"
2600,"(1R,6S)-6-amino-5-oxocyclohex-2-ene-1-carboxylate"
2601,"(5S,6S)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate"
2602,(2S)-2-amino-4-deoxy-chorismate
2603,pyocyanin
2604,5-methylphenazine-1-carboxylate
2605,gentamicin C2b
2606,gentamicin C1a
2607,3'-phospho-JI-20A
2608,JI-20A
2609,gentamicin C1
2610,gentamicin C2
2611,JI-20B
2612,G-418
2613,gentamicin X2
2614,gentamicin A2
2615,gentamicin A
2616,demethylmenaquinol-8
2617,all-trans-octaprenyl diphosphate
2618,type II plant arabinogalactan
2619,L-arabinofuranose
2620,D-glucuronate
2621,"3,4-dihydroquinoxaline-2-carboxylate"
2622,3-[(2-aminophenyl)amino]-2-oxopropanoate
2623,"(2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-oxopropanoate"
2624,"(2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-hydroxypropanoate"
2625,6-carboxy-2-demethylmenaquinol-8
2626,"1,4-dihydroxy-6-naphthoate"
2627,holo-[aureothin polyketide synthase]
2628,"(8E,10E)-2,4,8,10-tetramethyl-11-(4-nitrophenyl)-3,5-dioxoundeca-8,10-dienoyl-[aureothin polyketide synthase]"
2629,demethylluteothin
2630,luteothin
2631,aureothin
2632,6-carboxydemethylmenaquinol-6
2633,all-trans-hexaprenyl diphosphate
2634,demethylmenaquinol-6
2635,raffinose
2636,stachyose
2637,ajugose
2638,verbascose
2639,actinorhodin
2640,THN
2641,"22-[(1R,3S)-5,9,10-trihydroxy-1-methyl-1H,3H,4H-naphtho[2,3-c]pyran-3-yl]acetate"
2642,5-deoxy-dihydrokalafungin
2643,"(3'-hydroxy-2'-(3''-oxobutanoyl)phenyl)-3,5-dioxohexanethioate-[PKS-acp]"
2644,"4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-oxobutanoate-[PKS-acp]"
2645,(S)-DNPA
2646,"2-((1R,3S),-1',9'-dihydroxy-1'-methyl-10'-oxo-3',4',5',10'-tetrahydro-1H-benzo[g]isochromen-3'-yl)acetate"
2647,"(S)-4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-hydroxybutanoate"
2648,"4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-oxobutanoate"
2649,"9-hydroxy-3,5,7,11,13,15-hexaoxohexadecanoyl-[PKS-acp]"
2650,"3,5,7,9,11,13,15-hepta-oxo-hexadecanoyl-[PKS-acp]"
2651,(+)-epi-isozizaene
2652,(R)-pantothenate
2653,(R)-4'-phosphopantothenate
2654,2-dehydropantoate
2655,(R)-pantoate
2656,(1->3)-beta-D-xylan oligosaccharide
2657,"x (1,3)-beta-xylotetraose"
2658,(1->3)-beta-D-xylan
2659,"y (1,3)-beta-xylotriose"
2660,"z (1,3)-beta-xylobiose"
2661,5-phospho-alpha-D-ribose-1-preQ0
2662,preQ0
2663,"[(1R,2R,3S,4S)-4-{5-cyano-4-oxo-3H-pyrrolo[2,3-d]pyrimidin-7-yl}-2,3-dihydroxycyclopentyl]methyl phosphate"
2664,succinylo-toyocamycin phosphate
2665,toyocamycin phosphate
2666,(R)-4-phosphopantoate
2667,N-acetyldemethylphosphinothricinyl-L-alanyl-L-leucyl-[PhsC non-ribosomal peptide synthase]
2668,N-acetyldemethylphosphinothricyl-L-alanyl-L-leucine
2669,N-acetylphosphinothricyl-L-alanyl-L-leucine
2670,phosalacine
2671,(R)-pantolactone
2672,2-dehydropantolactone
2673,D-xylopyranose
2674,glucuronoarabinoxylan
2675,"(2Z,4E)-2-hydroxyhexa-2,4-dienedioate"
2676,"5-chlorocarbonyl-2-hydroxy-penta-2,4-dienate"
2677,2-maleylacetate
2678,cis-dienelactone
2679,(+)-5-chloromuconolactone
2680,"2-chloro-cis,cis-muconate"
2681,3-oxoadipate
2682,galactinol
2683,trans-dienelactone
2684,"3,6-dichloro-3a-methyl-dihydro-3H-furo[3,2-b]furan-2,5-dione"
2685,2-chloro-3-methyl-dienelactone
2686,2-chloro-3-methyl-maleylacetate
2687,"2,5-dichloro-3-methyl-muconolactone"
2688,"2,5-dichloro-3-methyl-muconate"
2689,"3,6-dichloro-4-methylcatechol"
2690,"(1R,2S)-3,6-dichloro-4-methylcyclohexa-3,5-diene-1,2-diol"
2691,"2,5-dichlorotoluene"
2692,D-galacturonate
2693,"2-(2,4-dichloro-5-oxofuran-2-yl)propanoate"
2694,2-chloro-5-methyl-dienelactone
2695,2-chloro-5-methyl-maleylacetate
2696,"2,4-dichlorotoluene"
2697,"(1R,2S)-4,6-dichloro-3-methylcyclohexa-3,5-diene-1,2-diol"
2698,"4,6-dichloro-3-methylcatechol"
2699,"3,5-dichloro-2-methyl-muconolactone"
2700,"3,5-dichloro-2-methyl-muconate"
2701,3-chloro-2-methyl-dienelactone
2702,3-chloro-2-methyl-maleylacetate
2703,5-chloro-2-methyl-dienelactone
2704,2-chloro-2-(2-chloro-4-methyl-5-oxofuran-2-yl)acetate
2705,"3,4-dichloro-6-methylcatechol"
